"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"Zonovan Knight","NYJ","RB","15727","weighted",NA,NA,NA,NA,NA,NA,20.1,NA,0.17,NA,0,NA,NA,NA,NA,NA,30.58,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-04-11,2022,NA,NA,NA,NA
"Reggie Gilliam","BUF","RB","15103","weighted",NA,NA,NA,NA,NA,NA,10.0770416024653,14.142135623731,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"C.J. Ham","MIN","RB","12923","weighted",NA,NA,NA,NA,NA,NA,7.17220543806646,7.58705495107419,0.758710976837865,1.11146053181057,0,0,NA,NA,NA,NA,21.6233635448137,18.3494664469029,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-22,2016,NA,"Undisclosed",2025,0
"Michael Burton","DEN","RB","12325","weighted",NA,NA,NA,NA,NA,NA,2.01540832049307,2.82842712474619,0.352696456086287,0.494974746830583,0,0,NA,NA,NA,NA,20.6579352850539,28.9913780286484,0.100770416024653,0.14142135623731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-01,2015,"IR","Hamstring",2025,0
"Andrew Beck","NYJ","RB","14319","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,6.55007704160247,9.19238815542512,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Justin Jefferson","MIN","WR","14836","weighted",NA,NA,NA,NA,NA,NA,2.09197814680586,3.59394950874984,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1504.19102612647,141.480633049276,9.91237410071942,1.76253896058516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Hamstring",2025,0
"Ja'Marr Chase","CIN","WR","15281","weighted",NA,NA,NA,NA,NA,NA,13.5157468761833,9.24638479091367,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1589.73851571374,84.8827971135477,13.1176069670579,2.14328260993984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Puka Nacua","LAR","WR","16211","weighted",NA,NA,NA,NA,NA,NA,61.492382146914,16.7700789296901,0.531969236309925,0.447090690210767,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1407.15945475199,119.219194818543,6.98766376372586,1.09457285088208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-05-29,2023,NA,NA,NA,NA
"CeeDee Lamb","DAL","WR","14832","weighted",NA,NA,NA,NA,NA,NA,54.4237045626657,29.5195224395173,0.288256815600151,0.42056266574495,1.08374668686104,0.0933899166813356,NA,NA,NA,NA,1415.93651647103,76.1224712784088,8.92920106020447,1.29160910096549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Malik Nabers","NYG","WR","16615","weighted",NA,NA,NA,NA,NA,NA,12.856124574025,12.6808762620051,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1361.04997349489,100.938252740315,9.23184399848542,2.66543873128933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-07-28,2024,"Q","Back",2025,0
"Drake London","ATL","WR","15751","weighted",NA,NA,NA,NA,NA,NA,1.27534483691242,4.09709597823505,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1272.42156758803,109.319309426717,8.59032184778493,2.05326152374663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-24,2022,NA,NA,NA,NA
"Amon-Ra St. Brown","DET","WR","15287","weighted",NA,NA,NA,NA,NA,NA,14.3397671336615,10.8129927605494,0.00329961594634067,0.0064391713324575,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,1311.51662249148,82.3570881985849,9.37237410071942,1.22855680627869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Brian Thomas Jr.","JAC","WR","16618","weighted",NA,NA,NA,NA,NA,NA,30.7506105641802,16.1865255541908,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1318.57672851193,103.897494818379,9.73573646346081,2.3366989997334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-08,2024,NA,NA,NA,NA
"A.J. Brown","PHI","WR","14104","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,1.01238167360848,0.0352260295704588,NA,NA,NA,NA,1276.44469519122,92.3028909339707,8.74131768269595,1.2144883258181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"Q","Hamstring",2025,0
"Nico Collins","HOU","WR","15290","weighted",NA,NA,NA,NA,NA,NA,2.26559203764808,2.50299626259099,0.0366149185914426,0.0677002049799125,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1332.28570238546,63.7149984026128,9.74045437334343,1.8800900711752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Ladd McConkey","LAC","WR","16627","weighted",NA,NA,NA,NA,NA,NA,1.30599880997458,2.3767746383854,0,0,0.388650132525559,0.313193298026728,NA,NA,NA,NA,1239.7642938281,81.428258985691,8.13341158652026,1.44205876923337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA
"Tyreek Hill","MIA","WR","12801","weighted",NA,NA,NA,NA,NA,NA,40.5136368799697,8.30127613701013,0.0351655958928223,0.0658539071985561,0.51269405528209,0.270422577452539,NA,NA,NA,NA,1192.96053010223,63.9861315886503,7.84007572889057,0.689055673489336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-01,2016,"Q","Oblique",2025,0
"Davante Adams","LAR","WR","11675","weighted",NA,NA,NA,NA,NA,NA,2.7461188943582,5.07751537349344,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1109.05378265808,122.193451696272,8.52841347974252,1.33703963741308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-12-24,2014,NA,NA,NA,NA
"Jaxon Smith-Njigba","SEA","WR","16185","weighted",NA,NA,NA,NA,NA,NA,23.0002319197274,16.6795297889007,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,1152.07784929951,88.6020432235762,7.14122680802726,1.13189136079831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-14,2023,NA,NA,NA,NA
"Jerry Jeudy","CLE","WR","14833","weighted",NA,NA,NA,NA,NA,NA,3.97414399307622,6.15928105530647,0,0,0.428947368421053,0.285686558062976,NA,NA,NA,NA,1136.36999621356,111.607873263849,4.63121544869368,1.03031129985392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Terry McLaurin","WAS","WR","14109","weighted",NA,NA,NA,NA,NA,NA,5.19735895494131,5.1071054282655,0,0,0.816972737599394,0.185562013871531,NA,NA,NA,NA,1129.42350624763,87.1568816278879,8.94073457023855,1.78297171697135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Tee Higgins","CIN","WR","14835","weighted",NA,NA,NA,NA,NA,NA,0.54922377887164,1.01550307469869,0,0,0.900719424460432,0.0926231605514874,NA,NA,NA,NA,1122.19154865581,124.000232406802,9.20754259750095,1.21913217488676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Travis Hunter","JAC","WR","17074","weighted",NA,NA,NA,NA,NA,NA,27.5145115486558,28.973519259218,0.213921133769676,0.343336430004105,1.14293828095418,0.411768501603767,NA,NA,NA,NA,997.175198788338,116.084149401882,5.85341915940931,1.06842434780277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-05-18,2025,NA,NA,NA,NA
"D.J. Moore","CHI","WR","13635","weighted",NA,NA,NA,NA,NA,NA,55.4282828474063,8.7765738666066,0.130113287224272,0.189039059016334,1.15195948504354,0.18888233098671,NA,NA,NA,NA,1043.38777735706,78.8142571933112,6.57863687996971,0.955881874607966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-14,2018,NA,NA,NA,NA
"Tetairoa McMillan","CAR","WR","17071","weighted",NA,NA,NA,NA,NA,NA,8.97468491372316,8.92924771976,0,0,1.17708254449072,0.4126603776022,NA,NA,NA,NA,1040.8777129875,103.988771626298,6.81252555850057,0.84183216105004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-05,2025,"Q","Hamstring",2025,0
"Courtland Sutton","DEN","WR","13630","weighted",NA,NA,NA,NA,NA,NA,1.12241575160924,1.64781187829239,0,0,0.984466111321469,0.0129688790775654,NA,NA,NA,NA,1060.77327527452,84.8550239612763,8.10624006058311,0.902198281638619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-10,2018,NA,NA,NA,NA
"Marvin Harrison Jr.","ARI","WR","16614","weighted",NA,NA,NA,NA,NA,NA,2.9403364526424,5.43856000826954,0,0,0.972084437712987,0.0311299722271118,NA,NA,NA,NA,1104.79188186293,73.3681573812746,8.08243847027641,1.49919347039068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-11,2024,NA,NA,NA,NA
"Brandon Aiyuk","SF","WR","14840","weighted",NA,NA,NA,NA,NA,NA,4.11594093146535,6.27939998769525,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,697.118386974631,225.801215881546,3.96116622491481,2.01654012873838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,"Knee - ACL + MCL",2025,0
"Calvin Ridley","TEN","WR","13629","weighted",NA,NA,NA,NA,NA,NA,35.3286349867474,15.1415417282653,0.267236436414778,0.371143683164921,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,1084.19751609239,59.3511860057592,6.40246118894358,1.4186388734202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-12-20,2018,"Q","General Soreness",2025,0
"DK Metcalf","PIT","WR","14102","weighted",NA,NA,NA,NA,NA,NA,1.29864228917618,2.05509888045201,0,0,1.55551874290042,0.287285778481813,NA,NA,NA,NA,1142.69657705415,34.484918588756,7.55708443771299,0.743842079676339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Mike Evans","TB","WR","11671","weighted",NA,NA,NA,NA,NA,NA,0.915372964786066,1.69250512449781,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1071.00599015524,47.5527040983822,10.2267474441499,1.15812377411133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-08-21,2014,NA,NA,NA,NA
"Garrett Wilson","NYJ","WR","15753","weighted",NA,NA,NA,NA,NA,NA,11.2983860280197,13.7867431305651,0,0,1.58343430518743,0.29890216635635,NA,NA,NA,NA,1098.1116243847,53.4079132391866,6.61463839454752,1.48605617416821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-07-22,2022,NA,NA,NA,NA
"DeVonta Smith","PHI","WR","15282","weighted",NA,NA,NA,NA,NA,NA,1.46113485151728,1.76204921114303,0,0,0.497160166603559,0.269924551452491,NA,NA,NA,NA,1017.86785308595,79.1428182955297,7.50808027262401,1.47877176743034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Groin",2025,0
"Zay Flowers","BAL","WR","16190","weighted",NA,NA,NA,NA,NA,NA,52.6175331313896,12.0417314218107,0.131818813854068,0.206326616676253,0.497160166603559,0.269924551452491,NA,NA,NA,NA,1064.32549791746,68.657377182962,6.42114350624763,0.859042029085189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-11,2023,NA,NA,NA,NA
"Jameson Williams","DET","WR","15756","weighted",NA,NA,NA,NA,NA,NA,66.781923040515,27.5769005308739,1.20420717978323,0.890973261034588,0.357582355168497,0.310128010347687,NA,NA,NA,NA,1009.75434305187,74.2285649246173,6.65686482393033,0.693839530850302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-26,2022,NA,NA,NA,NA
"Chris Olave","NO","WR","15754","weighted",NA,NA,NA,NA,NA,NA,3.2773300156867,3.24115388433675,0,0,0.733226050738357,0.278802484187397,NA,NA,NA,NA,979.005914426354,92.4084332642403,5.17581219235138,1.59713173391918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-27,2022,NA,NA,NA,NA
"Chris Godwin","TB","WR","13163","weighted",NA,NA,NA,NA,NA,NA,8.71952385460053,6.4628734367037,0.0784064477741115,0.172400411541289,0.373116243847028,0.311394477377182,NA,NA,NA,NA,798.871291177584,150.588749802152,5.25580461946232,1.272379377627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-27,2017,"Q","Ankle",2025,0
"Matthew Golden","GB","WR","17075","weighted",NA,NA,NA,NA,NA,NA,16.7735706171905,13.2482548541971,0,0,1.10569228827464,0.43701716656465,NA,NA,NA,NA,904.51887163953,141.085967050722,6.37612268080273,1.00522657368613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-01,2025,NA,NA,NA,NA
"Rashee Rice","KC","WR","16194","weighted",NA,NA,NA,NA,NA,NA,8.59476050738357,10.1008515528248,0.0784064477741115,0.172400411541289,0.568525179856115,0.277777181802522,NA,NA,NA,NA,794.519719803105,152.464284691698,5.83884892086331,1.34701637343136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-22,2023,"S","Suspension",2025,0
"George Pickens","DAL","WR","15762","weighted",NA,NA,NA,NA,NA,NA,8.36928246876183,6.94622384297182,0,0,0.872803862173419,0.123527203087669,NA,NA,NA,NA,1021.54976145399,53.9135774990179,6.61622112836047,0.937688146785329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-04,2022,NA,NA,NA,NA
"Jaylen Waddle","MIA","WR","15284","weighted",NA,NA,NA,NA,NA,NA,14.7102044680045,7.43903132500457,0.00962733394537154,0.016541635723228,0.357582355168497,0.310128010347687,NA,NA,NA,NA,983.20530102234,75.8665590459161,5.17980310488451,1.25288621594114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Cooper Kupp","SEA","WR","13164","weighted",NA,NA,NA,NA,NA,NA,7.39062854979175,7.30790305840608,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,860.854676258993,134.130587069005,5.65471412343809,1.32343439048228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-06-15,2017,NA,NA,NA,NA
"Ricky Pearsall","SF","WR","16622","weighted",NA,NA,NA,NA,NA,NA,58.1648442824688,17.2764698070113,0.241275067060487,0.360564225796059,0.456862930708065,0.277216845499842,NA,NA,NA,NA,866.889466111322,133.825127405187,5.60411207875805,1.40375053275762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-09,2024,NA,NA,NA,NA
"Jordan Addison","MIN","WR","16186","weighted",NA,NA,NA,NA,NA,NA,9.56165278303673,8.48134688590046,0.232574241358793,0.351536444230278,0.342048466489966,0.309400434247398,NA,NA,NA,NA,800.983801590307,115.924265001934,6.90184021204089,1.43371502597261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-01-27,2023,"S","Suspension",2025,0
"Rome Odunze","CHI","WR","16616","weighted",NA,NA,NA,NA,NA,NA,13.8384608102991,11.5466920270044,0,0,1.09612836046952,0.126837767301143,NA,NA,NA,NA,958.709738735328,69.5259841747679,6.04266565694813,1.4752754217819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-03,2024,NA,NA,NA,NA
"Deebo Samuel","WAS","WR","14136","weighted",NA,NA,NA,NA,NA,NA,138.05005017039,63.0372914226191,1.35729391131173,0.946285416229239,0.804591063990912,0.217909805589783,NA,NA,NA,NA,872.616940552821,94.5970707810354,5.16530102234002,0.786729843852977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Xavier Worthy","KC","WR","16620","weighted",NA,NA,NA,NA,NA,NA,89.0472216963271,40.97317299706,1.67419538053768,1.16903467249471,0.357582355168497,0.310128010347687,NA,NA,NA,NA,884.409511548656,105.350362612406,7.60811813706929,1.0109081475844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-27,2024,NA,NA,NA,NA
"Darnell Mooney","ATL","WR","14974","weighted",NA,NA,NA,NA,NA,NA,2.10623681505923,2.6026451195295,0,0,0.357582355168497,0.310128010347687,NA,NA,NA,NA,775.731919727376,322.025058488805,3.76243847027641,1.68129384257138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Shoulder",2025,0
"Emeka Egbuka","TB","WR","17081","weighted",NA,NA,NA,NA,NA,NA,14.6940789473684,10.6813536316987,0,0,1.1894642180992,0.390322210347002,NA,NA,NA,NA,825.196675501704,114.034807370188,5.61905338886785,1.08863866410899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-14,2025,NA,NA,NA,NA
"Khalil Shakir","BUF","WR","15761","weighted",NA,NA,NA,NA,NA,NA,5.01016930816249,5.07199592817024,0,0,0.373116243847028,0.311394477377182,NA,NA,NA,NA,823.170776221128,103.359808181307,4.71839454751988,0.742499626768983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-03,2022,"Q","Ankle",2025,0
"Jauan Jennings","SF","WR","14860","weighted",NA,NA,NA,NA,NA,NA,14.2020360253151,18.2434152810396,0.0711510791366907,0.1211342138391,0.373116243847028,0.311394477377182,NA,NA,NA,NA,887.056895115487,93.9829460305754,5.77690268837561,1.08140002017417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Calf",2025,0
"Stefon Diggs","NE","WR","12186","weighted",NA,NA,NA,NA,NA,NA,6.3502413858387,4.88764659299383,0.295299399578082,0.401805977247518,0.357582355168497,0.310128010347687,NA,NA,NA,NA,860.609912911776,89.9097935945705,5.61940931465354,0.702858579518296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-11-29,2015,"Q","Knee - ACL",2025,0
"Michael Pittman","IND","WR","14842","weighted",NA,NA,NA,NA,NA,NA,2.61778547087142,2.51806062266456,0,0,0.928634986747444,0.0619457841999954,NA,NA,NA,NA,909.728625520636,69.9022345881247,4.44602801968951,0.858831638450247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Jakobi Meyers","LVR","WR","14127","weighted",NA,NA,NA,NA,NA,NA,11.9425265051117,8.64734038391221,0.0940877373289339,0.206880493849547,0.357582355168497,0.310128010347687,NA,NA,NA,NA,917.533547898523,55.36023841318,5.05975766755017,0.715447537014845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Jack Bech","LVR","WR","17078","weighted",NA,NA,NA,NA,NA,NA,4.29451003541913,3.6920104735994,0,0,0,0,NA,NA,NA,NA,344.399055489965,363.840485471821,1.78040141676505,1.90317549719252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-18,2025,NA,NA,NA,NA
"Jayden Reed","GB","WR","16184","weighted",NA,NA,NA,NA,NA,NA,92.1354458538432,46.68033632901,0.75109333585763,0.409410962221886,1.06821279818251,0.0959202108734338,NA,NA,NA,NA,763.064627035214,130.374254671704,5.55416130253692,0.920416465947109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-28,2023,"Q","Foot",2025,0
